bear.year,bearID,year.rep,sex,birth.year,age,repro,dN15,dC13,mass,headcirc,capture.date,cortisol.kitcorrected,condition,fYEAR,fAGE,year,fREPRO,pub.name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,number.cubs,periodwcubs,cubseparation,cub.age,mother,father,FG
W9903_2005,W9903,2004,F,1997,8,WithCubs,4.01,-22.622,75,60,4/17/2005,6.4716,1.25,2004,8,2005,3,Kulla,s,s,s,1,1,1,1,s,s,1,1,s,1,january-december,no,1,unknown,unknown,129
W0821_2008,W0821,2007,M,2007,1,WithMother,4.68,-22.686,15,36.5,4/30/2008,5.3838,0.410958904,2007,1,2008,4,Kulla_k3:1,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9903,unknown,130
W0822_2008,W0822,2007,M,2007,1,WithMother,4.51,-23.036,17.5,41.5,4/30/2008,5.9228,0.421686747,2007,1,2008,4,Kulla_k3:2,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W9903,unknown,130
W9903_2008,W9903,2007,F,1997,11,WithCubs,4.07,-22.686,71,61,4/30/2008,10.2152,1.163934426,2007,11,2008,3,Kulla,s,s,s,2,s,s,l,l,l,l,l,l,2,january-june,yes,1,unknown,unknown,130
W1007_2010,W1007,2009,M,2009,1,WithMother,4.13,-23.322,17.5,39,4/21/2010,8.89,0.448717949,2009,1,2010,4,Kulla_k4:1,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W9903,unknown,131
W1008_2010,W1008,2009,M,2009,1,WithMother,4.42,-23.302,19,39.5,4/21/2010,8.96,0.481012658,2009,1,2010,4,Kulla_k4:2,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W9903,unknown,131
W1009_2010,W1009,2009,F,2009,1,WithMother,4.67,-23.262,17,38,4/21/2010,12.87,0.447368421,2009,1,2010,4,Ransi,m,m,m,m,m,m,m,m,m,m,m,m,0,NA,NA,NA,W9903,unknown,131
W9903_2010,W9903,2009,F,1997,13,WithCubs,4.27,-22.702,78,63,4/21/2010,13.65,1.238095238,2009,13,2010,3,Kulla,s,s,s,3,s,s,3,s,s,3,s,s,3,january-december,no,1,unknown,unknown,131
W9905_1999,W9905,1998,F,1998,1,WithMother,7.33,-21.694,26,41,4/12/1999,3.0122,0.634146341,1998,1,1999,4,Våna,m,m,m,m,m,m,l,l,d,NA,NA,NA,0,NA,NA,NA,W9904,unknown,132
W9904_1999,W9904,1998,F,1994,5,WithCubs,5.21,-22.074,111,60,4/12/1999,2.8456,1.85,1998,5,1999,3,Flena,s,s,s,2,s,2,l,l,d,NA,NA,NA,2,january-june,yes,1,unknown,unknown,132
W0304_2003,W0304,2002,F,2002,1,WithMother,4.8,-22.966,29,NA,4/14/2003,3.4238,NA,2002,1,2003,4,Gruva,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9909,unknown,133
W0305_2003,W0305,2002,F,2002,1,WithMother,4.79,-22.956,24,NA,4/14/2003,5.0016,NA,2002,1,2003,4,Snåla,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9909,unknown,133
W0306_2003,W0306,2002,F,2002,1,WithMother,4.99,-22.846,24.5,NA,4/14/2003,4.5508,NA,2002,1,2003,4,Kringla,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9909,unknown,133
W9909_2003,W9909,2002,F,1989,14,WithCubs,3.86,-22.906,78,66,4/14/2003,4.247,1.181818182,2002,14,2003,3,Stubba,s,s,s,3,s,l,l,l,l,l,l,l,3,january-may,yes,1,95SS92,W8697,133
W0603_2006,W0603,2005,F,2005,1,WithMother,5.67,-23.06,41,48,4/20/2006,3.6688,0.854166667,2005,1,2006,4,Bryna,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9909,unknown,134
W9909_2006,W9909,2005,F,1989,17,WithCubs,4.75,-23.3,109,65,4/20/2006,3.8354,1.676923077,2005,17,2006,3,Stubba,s,s,s,s,1,l,l,l,d,NA,NA,NA,1,january-may,yes,1,95SS92,W8697,134
W0415_2004,W0415,2003,F,2003,1,WithMother,4.41,-23.254,27,41,4/18/2004,3.1004,0.658536585,2003,1,2004,4,Gnolla,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W9913,W0201,135
W0416_2004,W0416,2003,F,2003,1,WithMother,4.35,-23.234,25,45,4/18/2004,3.7864,0.555555556,2003,1,2004,4,Aspa,m,m,m,m,m,m,l,l,l,l,l,l,0,NA,NA,NA,W9913,unknown,135
W9913_2004,W9913,2003,F,1998,6,WithCubs,3.67,-22.894,101,60,4/18/2004,2.6986,1.683333333,2003,6,2004,3,Strandli,s,s,s,2,2,2,l,l,l,l,l,l,2,january-june,yes,1,W9404,W9311,135
W0621_2006,W0621,2005,F,2005,1,WithMother,4.53,-23.28,18,40,5/3/2006,4.5312,0.45,2005,1,2006,4,Stöa,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9913,W0424,136
W0622_2006,W0622,2005,F,2005,1,WithMother,4.81,-23.37,20.5,40,5/3/2006,7.579,0.5125,2005,1,2006,4,Skarva,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9913,W0424,136
W9913_2006,W9913,2005,F,1998,8,WithCubs,3.99,-23.22,99,62,5/3/2006,4.639,1.596774194,2005,8,2006,3,Strandli,s,s,s,s,2,l,l,l,l,d,NA,NA,2,january-may,yes,1,W9404,W9311,136
W0623_2006,W0623,2005,F,2005,1,WithMother,5.43,-22.95,20.5,42,5/3/2006,5.4034,0.488095238,2005,1,2006,4,Verva,m,m,m,m,m,l,l,l,l,l,l,l,0,NA,NA,NA,W9914,W0102,137
W9914_2006,W9914,2005,F,1998,8,WithCubs,4.51,-22.69,94,63,5/3/2006,3.7472,1.492063492,2005,8,2006,3,Gira,s,s,s,1,s,l,l,l,l,l,l,l,1,january-may,yes,1,W9404,W9311,137
W0911_2009,W0911,2008,M,2008,1,WithMother,4.72,-23.344,17,40,4/23/2009,15.55,0.425,2008,1,2009,4,Gira_k6:1,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W9914,unknown,138
W0912_2009,W0912,2008,M,2008,1,WithMother,5.04,-23.024,27,43.5,4/23/2009,9.24,0.620689655,2008,1,2009,4,Gira_k6:2,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,W9914,unknown,138
W9914_2009,W9914,2008,F,1998,11,WithCubs,4.43,-22.914,95,63,4/23/2009,12.28,1.507936508,2008,11,2009,3,Gira,s,s,s,2,s,s,2,s,s,2,s,s,2,january-december,no,1,W9404,W9311,138
W1309_2013,W1309,2012,F,2012,1,WithMother,5.3,-22.186,21,40,4/30/2013,10.79,0.525,2012,1,2013,4,Fulunäsa,m,m,m,m,l,l,l,l,l,l,l,l,0,NA,NA,NA,W9914,unknown,139
W9914_2013,W9914,2012,F,1998,15,WithCubs,4.58,-23.366,98,61,4/30/2013,7.84,1.606557377,2012,15,2013,3,Gira,s,s,s,2,l,l,l,l,l,l,l,l,2,january-april,yes,1,W9404,W9311,139
